frame,track_id,class_id,class_name,conf,x1,y1,x2,y2
20,31,2,car,0.3789508640766144,587,331,662,409
20,4,2,car,0.40428435802459717,619,326,693,402
20,17,2,car,0.46240854263305664,857,304,960,379
21,2,2,car,0.886298418045044,0,400,477,785
21,3,2,car,0.6583665609359741,409,356,617,504
21,21,0,person,0.55005943775177,736,305,767,386
21,31,2,car,0.5005472302436829,595,330,670,411
21,4,2,car,0.4490921199321747,637,325,707,399
21,36,2,car,0.5689530968666077,609,335,672,412
21,17,2,car,0.38065022230148315,868,315,972,395
22,2,2,car,0.878269612789154,0,403,476,803
22,3,2,car,0.7437916994094849,407,349,644,506
22,21,0,person,0.5224612951278687,742,303,774,388
22,4,2,car,0.49805164337158203,640,325,709,400
22,36,2,car,0.5060983896255493,608,336,673,413
22,17,2,car,0.39453938603401184,876,320,979,399
23,2,2,car,0.8834651112556458,0,403,475,813
23,3,2,car,0.8573703765869141,405,342,653,508
23,21,0,person,0.5900828242301941,744,302,781,387
23,4,2,car,0.5299782156944275,637,321,712,398
23,17,2,car,0.39032942056655884,880,305,987,388
23,31,2,car,0.4724290072917938,603,328,679,413
24,2,2,car,0.9066411256790161,0,406,468,820
24,3,2,car,0.8814995288848877,400,337,655,509
24,21,0,person,0.5885939598083496,750,300,786,386
24,4,2,car,0.368805468082428,634,320,718,399
24,17,2,car,0.31966763734817505,887,302,994,389
24,31,2,car,0.3117959499359131,615,324,682,407
24,36,2,car,0.5230160355567932,582,327,678,414
25,2,2,car,0.8950939774513245,0,408,462,865
25,3,2,car,0.8736099600791931,393,335,656,514
25,21,0,person,0.5611916780471802,753,296,789,383
25,4,2,car,0.361662358045578,647,317,720,394
25,17,2,car,0.46665993332862854,891,299,999,388
25,31,2,car,0.4757895767688751,608,323,684,406
25,45,0,person,0.38712361454963684,1301,293,1344,410
25,36,2,car,0.5824508666992188,570,325,681,414
26,2,2,car,0.902508020401001,0,415,456,891
26,3,2,car,0.8757323026657104,385,336,657,517
26,21,0,person,0.6907187104225159,751,293,790,383
26,4,2,car,0.35955050587654114,651,317,722,393
26,17,2,car,0.38394302129745483,894,297,1002,384
26,31,2,car,0.4619067907333374,599,323,684,408
26,45,0,person,0.3261721134185791,1313,293,1360,417
26,36,2,car,0.6419970393180847,561,325,680,416
27,2,2,car,0.8893767595291138,0,424,448,906
27,3,2,car,0.8242576718330383,374,340,654,526
27,21,0,person,0.4025101363658905,750,299,790,389
27,4,2,car,0.5377110242843628,637,321,718,399
27,17,2,car,0.35517141222953796,895,297,1007,380
27,31,2,car,0.3553491532802582,598,326,681,414
27,36,2,car,0.4861554205417633,562,329,677,418
28,2,2,car,0.9031244516372681,0,432,436,922
28,3,2,car,0.8330472111701965,363,343,651,536
28,21,0,person,0.6225084066390991,748,297,789,397
28,4,2,car,0.5171571969985962,633,323,716,403
28,17,2,car,0.30442723631858826,894,297,1009,380
28,31,2,car,0.32865530252456665,597,331,679,419
28,36,2,car,0.41392379999160767,531,334,677,422
28,45,0,person,0.37821242213249207,1340,288,1387,427
29,2,2,car,0.9051632881164551,0,440,422,940
29,3,2,car,0.7947730422019958,349,346,647,540
29,21,0,person,0.6751492619514465,744,289,788,400
29,4,2,car,0.5641171336174011,630,321,714,402
29,36,2,car,0.5375766158103943,518,333,674,422
29,45,0,person,0.49274927377700806,1353,285,1397,429
30,2,2,car,0.9006083011627197,0,444,411,950
30,3,2,car,0.7726552486419678,337,341,643,541
30,21,0,person,0.7504945397377014,742,280,785,394
30,4,2,car,0.5997128486633301,621,317,710,400
30,36,2,car,0.5017259120941162,512,327,671,416
31,2,2,car,0.7863172888755798,0,451,398,969
31,3,2,car,0.8337035179138184,326,342,636,553
31,21,0,person,0.7473462820053101,740,277,783,398
31,4,2,car,0.5445283651351929,616,318,707,400
31,36,2,car,0.5308334827423096,511,327,669,416
32,2,2,car,0.733587384223938,0,465,383,991
32,3,2,car,0.7593157887458801,315,349,633,566
32,21,0,person,0.7055026292800903,739,289,779,407
32,4,2,car,0.5226475596427917,618,324,709,407
32,36,2,car,0.5509203672409058,507,334,667,427
33,2,2,car,0.5453138947486877,0,479,367,999
33,3,2,car,0.7482827305793762,302,354,627,575
33,21,0,person,0.6251130104064941,733,295,775,411
33,4,2,car,0.49777892231941223,608,327,711,411
33,36,2,car,0.692891001701355,502,340,662,437
34,2,2,car,0.608427882194519,0,489,349,991
34,3,2,car,0.8539443612098694,289,354,620,578
34,21,0,person,0.6613375544548035,727,289,772,409
34,4,2,car,0.6237056851387024,608,325,703,409
34,36,2,car,0.6312217116355896,494,340,654,436
34,31,2,car,0.4131428897380829,587,339,658,428
35,2,2,car,0.6621761918067932,0,500,330,982
35,3,2,car,0.8576147556304932,273,357,613,584
35,21,0,person,0.7802923917770386,720,291,767,410
35,4,2,car,0.7360841035842896,602,321,695,408
35,36,2,car,0.7136276960372925,485,338,649,435
36,2,2,car,0.6070942878723145,0,517,309,981
36,3,2,car,0.8866940140724182,256,364,603,595
36,21,0,person,0.7631595134735107,711,290,759,414
36,4,2,car,0.589661180973053,597,323,692,412
36,36,2,car,0.6435037851333618,473,342,620,439
36,31,2,car,0.4480311870574951,570,340,644,437
37,2,2,car,0.5285809636116028,0,527,289,977
37,3,2,car,0.8922245502471924,236,369,593,613
37,21,0,person,0.692561686038971,704,295,753,417
37,4,2,car,0.6713056564331055,581,326,680,417
37,36,2,car,0.6725122928619385,465,343,628,443
37,31,2,car,0.5327104330062866,561,340,638,436
38,2,2,car,0.3388955891132355,0,521,265,977
38,3,2,car,0.8821253180503845,216,371,582,621
38,21,0,person,0.6347086429595947,696,293,744,422
38,4,2,car,0.7635948061943054,574,326,676,416
38,36,2,car,0.8274147510528564,451,344,624,450
38,17,2,car,0.3154025673866272,868,291,995,387
39,3,2,car,0.8900670409202576,193,369,571,632
39,21,0,person,0.7356895208358765,685,285,736,416
39,4,2,car,0.7666698098182678,560,321,668,412
39,36,2,car,0.8947007060050964,437,341,617,456
40,3,2,car,0.9093700647354126,172,364,561,640
40,21,0,person,0.8285918831825256,673,277,728,414
40,4,2,car,0.7158994674682617,553,315,656,408
40,36,2,car,0.8503870368003845,423,335,611,451
40,17,2,car,0.509906530380249,854,278,987,365
41,3,2,car,0.9210068583488464,153,362,550,649
41,21,0,person,0.8176330327987671,664,266,720,416
41,4,2,car,0.7037720084190369,537,310,647,407
41,36,2,car,0.7716905474662781,409,332,602,451
41,17,2,car,0.3943088948726654,851,271,980,360
42,3,2,car,0.9082044959068298,134,356,541,653
42,21,0,person,0.8130871653556824,656,257,714,415
42,4,2,car,0.7608158588409424,533,304,641,401
42,36,2,car,0.8240084648132324,399,326,594,445
42,17,2,car,0.5346398949623108,848,263,981,354
43,3,2,car,0.944403886795044,112,351,532,659
43,21,0,person,0.774132490158081,647,251,709,412
43,4,2,car,0.7849724292755127,532,294,638,395
43,36,2,car,0.8697247505187988,393,318,590,444
43,17,2,car,0.5097403526306152,842,256,977,349
43,7,0,person,0.5047234892845154,1424,234,1548,447
44,3,2,car,0.9206647276878357,91,347,525,664
44,21,0,person,0.8219677805900574,642,245,705,408
44,4,2,car,0.7627182006835938,529,288,633,390
44,36,2,car,0.9231283664703369,386,309,586,444
44,17,2,car,0.4501335620880127,842,251,980,346
44,62,56,chair,0.44340336322784424,1112,377,1243,441
44,64,2,car,0.5001731514930725,0,607,129,906
45,3,2,car,0.9125652313232422,70,347,516,678
45,21,0,person,0.773739218711853,635,239,700,416
45,4,2,car,0.7001451849937439,526,287,626,390
45,36,2,car,0.8989980220794678,375,307,582,443
45,17,2,car,0.3225843608379364,843,251,985,349
45,62,56,chair,0.3203575909137726,1121,384,1261,452
45,64,2,car,0.39001670479774475,0,564,100,931
46,3,2,car,0.909595787525177,47,351,506,690
46,21,0,person,0.8010128140449524,627,238,694,422
46,4,2,car,0.7814566493034363,519,289,622,393
46,36,2,car,0.8336353302001953,366,310,576,448
46,17,2,car,0.41834113001823425,831,254,983,353
46,62,56,chair,0.3304268419742584,1133,394,1279,467
47,3,2,car,0.9241870045661926,26,354,498,708
47,21,0,person,0.7976594567298889,621,237,691,430
47,4,2,car,0.7928615808486938,515,289,618,395
47,36,2,car,0.8813650012016296,357,310,573,455
47,17,2,car,0.5294690728187561,835,256,988,358
47,67,2,car,0.375304639339447,684,266,727,297
48,3,2,car,0.9141566157341003,3,356,490,720
48,21,0,person,0.7857878804206848,614,230,687,433
48,4,2,car,0.8060697913169861,510,284,615,394
48,36,2,car,0.8670642375946045,349,308,569,455
48,17,2,car,0.5101968050003052,836,252,992,355
48,7,0,person,0.6059990525245667,1500,243,1600,571
49,3,2,car,0.9103251695632935,0,361,485,734
49,21,0,person,0.7916829586029053,605,226,682,435
49,4,2,car,0.82752525806427,508,283,614,395
49,36,2,car,0.8789797425270081,342,308,565,461
49,17,2,car,0.3602520823478699,836,249,995,353
49,7,0,person,0.6599174737930298,1518,248,1600,593
49,67,2,car,0.4045606255531311,676,261,729,298
50,3,2,car,0.8359690308570862,0,367,482,752
50,21,0,person,0.8257558345794678,604,228,683,441
50,4,2,car,0.8329885005950928,511,290,618,400
50,36,2,car,0.8868976831436157,337,313,567,468
50,17,2,car,0.5637033581733704,839,251,997,358
50,7,0,person,0.43382805585861206,1543,266,1600,601
51,3,2,car,0.8911765813827515,0,372,486,768
51,21,0,person,0.8360698223114014,610,229,692,437
51,4,2,car,0.8122947216033936,520,293,624,403
51,36,2,car,0.8743326663970947,341,312,577,475
51,17,2,car,0.41613173484802246,857,257,1019,366
51,70,1,bicycle,0.5858206152915955,625,347,685,470
51,67,2,car,0.4061472713947296,684,265,745,301
52,3,2,car,0.844078540802002,0,378,492,790
52,21,0,person,0.827381432056427,617,230,701,457
52,4,2,car,0.7154132127761841,536,296,633,409
52,36,2,car,0.9183729887008667,348,317,588,484
52,17,2,car,0.5908343195915222,878,264,1038,375
52,70,1,bicycle,0.7412576675415039,632,355,697,486
52,71,1,bicycle,0.5650182962417603,643,376,696,487
53,3,2,car,0.8330521583557129,0,396,497,818
53,21,0,person,0.8390282988548279,620,240,710,478
53,4,2,car,0.7625560164451599,546,308,638,420
53,36,2,car,0.9165527820587158,351,330,598,501
53,17,2,car,0.6162754893302917,889,275,1055,386
53,70,1,bicycle,0.6094841957092285,637,367,705,508
53,67,2,car,0.3173762559890747,708,281,758,314
54,3,2,car,0.8567410111427307,0,415,500,849
54,21,0,person,0.8098210096359253,621,254,715,509
54,4,2,car,0.34456440806388855,551,321,636,434
54,36,2,car,0.8854202628135681,353,348,605,523
54,17,2,car,0.5582842230796814,903,290,1073,405
54,70,1,bicycle,0.5390796065330505,642,381,709,536
54,67,2,car,0.34743180871009827,721,298,774,332
54,71,1,bicycle,0.5589537024497986,650,425,706,537
55,3,2,car,0.899012565612793,0,425,502,879
55,21,0,person,0.7400051951408386,621,259,721,514
55,36,2,car,0.8959065675735474,355,354,616,533
55,17,2,car,0.5959219336509705,915,297,1085,417
55,70,1,bicycle,0.5196446776390076,632,388,714,555
55,71,1,bicycle,0.40248483419418335,649,415,713,554
56,3,2,car,0.8934034109115601,0,422,502,887
56,21,0,person,0.8304921984672546,616,252,727,507
56,36,2,car,0.8959272503852844,355,347,618,529
56,17,2,car,0.53994220495224,924,291,1098,415
56,70,1,bicycle,0.30525723099708557,621,379,717,565
56,71,1,bicycle,0.3091638386249542,640,404,715,564
56,4,2,car,0.40199804306030273,560,321,634,414
57,3,2,car,0.8922547698020935,0,419,496,907
57,21,0,person,0.7106951475143433,608,238,721,500
57,36,2,car,0.9199414253234863,350,336,614,521
57,17,2,car,0.5655098557472229,932,274,1110,390
57,70,3,motorcycle,0.3395610749721527,612,369,715,570
58,3,2,car,0.8592314720153809,0,422,489,944
58,21,0,person,0.8186559677124023,595,231,715,505
58,36,2,car,0.9224361777305603,339,332,609,525
58,17,2,car,0.5969662666320801,937,268,1121,385
58,75,0,person,0.40008485317230225,450,300,489,339
59,3,2,car,0.7110901474952698,0,438,476,1008
59,21,0,person,0.7762607932090759,581,238,706,525
59,36,2,car,0.8710099458694458,327,343,594,540
59,17,2,car,0.4782206416130066,937,276,1122,395
59,75,0,person,0.32955068349838257,445,307,488,348
60,3,2,car,0.6122637391090393,0,456,460,1080
60,21,0,person,0.728721559047699,556,252,693,562
60,36,2,car,0.8876515626907349,314,357,572,561
60,17,2,car,0.6503654718399048,933,288,1122,409
60,75,0,person,0.5661486983299255,437,317,479,361
61,3,2,car,0.7842934727668762,0,468,442,1103
61,21,0,person,0.7750324606895447,529,257,676,590
61,36,2,car,0.8553122282028198,295,363,545,568
61,17,2,car,0.6633882522583008,930,289,1125,413
61,75,0,person,0.5477801561355591,430,318,473,366
62,3,2,car,0.6207615733146667,0,479,426,1105
62,21,0,person,0.7634885311126709,499,255,660,607
62,36,2,car,0.763198733329773,277,362,515,571
62,17,2,car,0.5577423572540283,932,288,1125,415
62,75,0,person,0.5110394954681396,424,315,466,366
62,70,3,motorcycle,0.6509374976158142,486,410,652,723
63,3,2,car,0.7160524129867554,0,492,409,1118
63,21,0,person,0.8116599917411804,471,254,647,627
63,36,2,car,0.6979793906211853,264,365,487,573
63,17,2,car,0.632215678691864,927,288,1128,421
63,75,0,person,0.5383310317993164,417,316,458,369
63,70,3,motorcycle,0.3825312852859497,481,445,639,763
64,3,2,car,0.4689089059829712,0,508,392,1119
64,21,0,person,0.5835378170013428,434,261,622,654
64,36,2,car,0.5179044604301453,253,376,455,580
64,17,2,car,0.5880324840545654,929,290,1132,425
65,3,2,car,0.749252200126648,0,526,375,1115
65,21,0,person,0.6264349818229675,389,251,596,692
65,17,2,car,0.6737357378005981,928,286,1134,422
65,82,2,car,0.6428712010383606,560,334,682,464
65,31,2,car,0.5896336436271667,557,338,641,467
66,21,0,person,0.7470929622650146,351,240,570,734
66,17,2,car,0.574321985244751,933,277,1138,414
66,86,1,bicycle,0.4085056483745575,1186,385,1276,448
66,31,2,car,0.6795679330825806,530,331,642,465
67,21,0,person,0.7255954146385193,272,233,531,783
67,17,2,car,0.5570999383926392,931,272,1145,411
67,82,2,car,0.803177535533905,496,321,682,457
68,21,0,person,0.7207895517349243,202,238,479,849
68,17,2,car,0.6012225151062012,927,269,1149,413
68,82,2,car,0.6541185975074768,473,323,649,456
68,3,1,bicycle,0.5847496390342712,98,590,493,1157
69,21,0,person,0.5883021950721741,121,245,427,921
69,17,2,car,0.6136401891708374,918,265,1146,405
69,82,2,car,0.6843350529670715,453,319,638,456
69,89,2,car,0.7846049070358276,334,356,538,551
70,17,2,car,0.6334856152534485,904,259,1140,403
70,82,2,car,0.8231346607208252,430,309,636,454
70,89,2,car,0.8699401021003723,235,351,520,598
70,75,0,person,0.5426364541053772,357,303,403,355
71,17,2,car,0.557186484336853,891,246,1131,395
71,82,2,car,0.8383728861808777,406,299,624,448
71,89,2,car,0.9182711243629456,134,345,498,618
71,67,2,car,0.3481270968914032,663,265,714,316
72,17,2,car,0.6181398034095764,879,232,1125,385
72,82,2,car,0.7914551496505737,384,289,611,439
72,89,2,car,0.8768777251243591,67,337,478,624
72,75,0,person,0.39053183794021606,320,285,365,343
73,17,2,car,0.6677702069282532,873,225,1117,383
73,82,2,car,0.6697519421577454,369,278,601,437
73,89,2,car,0.8857695460319519,27,335,461,631
73,75,0,person,0.4650430381298065,307,277,353,343
73,21,5,bus,0.6243266463279724,0,80,395,834
74,17,2,car,0.6478002071380615,872,226,1122,387
74,82,2,car,0.7026901245117188,355,281,588,441
74,89,2,car,0.8974883556365967,0,335,448,643
74,75,0,person,0.6209903359413147,295,272,346,347
74,21,5,bus,0.5358983874320984,0,55,396,807
75,17,2,car,0.5816385746002197,874,229,1129,389
75,82,2,car,0.7815662026405334,346,281,586,442
75,89,2,car,0.8851327300071716,0,336,438,652
75,75,0,person,0.7033042311668396,289,268,346,354
76,17,2,car,0.5778809785842896,875,229,1135,386
76,82,2,car,0.8257348537445068,340,274,587,441
76,89,2,car,0.924435019493103,0,332,430,658
76,75,0,person,0.7389401197433472,285,264,343,355
77,17,2,car,0.7991892695426941,877,222,1146,384
77,82,2,car,0.8201154470443726,334,263,587,437
77,89,2,car,0.9162585139274597,0,325,423,662
77,75,0,person,0.731300413608551,283,253,343,352
78,17,2,car,0.7299008965492249,875,220,1160,388
78,82,2,car,0.8327983021736145,326,260,584,440
78,89,2,car,0.9059321284294128,0,327,415,675
78,75,0,person,0.6934899687767029,276,252,339,358
79,17,2,car,0.712762176990509,873,220,1162,393
79,82,2,car,0.8630006313323975,315,262,578,444
79,89,2,car,0.9090360403060913,0,335,405,691
79,75,0,person,0.7127625942230225,267,256,330,366
80,17,2,car,0.7007729411125183,873,219,1158,398
80,82,2,car,0.8446337580680847,301,261,574,446
80,89,2,car,0.9140158295631409,0,335,392,704
80,75,0,person,0.7254335284233093,261,253,325,369
81,17,2,car,0.5337179899215698,874,225,1167,404
81,82,2,car,0.8334873914718628,288,262,568,450
81,89,2,car,0.8981685042381287,0,338,377,724
81,75,0,person,0.6731282472610474,255,254,312,378
82,17,2,car,0.43697914481163025,875,237,1184,433
82,82,2,car,0.8118858933448792,278,271,560,461
82,89,2,car,0.89210444688797,0,344,363,747
82,75,0,person,0.5262389183044434,249,258,304,385
83,17,2,car,0.7332177758216858,872,252,1189,459
83,82,2,car,0.7418100833892822,258,284,551,477
83,89,2,car,0.8986051082611084,0,358,344,782
83,75,0,person,0.5678048133850098,239,269,291,400
84,17,2,car,0.6689773201942444,869,264,1196,492
84,82,2,car,0.865364670753479,237,291,541,492
84,89,2,car,0.9141100645065308,0,370,325,811
84,75,0,person,0.45504316687583923,220,278,279,396
85,17,2,car,0.7035958766937256,862,274,1209,520
85,82,2,car,0.8585638999938965,218,295,528,501
85,89,2,car,0.887672483921051,0,373,304,816
85,75,0,person,0.61203533411026,204,280,265,417
86,17,2,car,0.6892421841621399,852,284,1217,547
86,82,2,car,0.8900968432426453,201,301,514,507
86,89,2,car,0.8144657015800476,0,363,282,776
86,75,0,person,0.4838763475418091,191,278,249,418
86,100,2,car,0.4834021031856537,791,287,842,345
87,17,2,car,0.7459959983825684,844,296,1213,577
87,82,2,car,0.8778525590896606,179,311,497,522
87,89,2,car,0.8053861856460571,0,367,256,757
87,75,0,person,0.48732903599739075,178,283,233,402
87,100,2,car,0.5300954580307007,780,302,831,355
88,17,2,car,0.8281521201133728,833,312,1215,605
88,82,2,car,0.887485682964325,156,319,482,538
88,89,2,car,0.7978301644325256,0,389,231,745
88,75,0,person,0.5676305890083313,163,293,218,395
89,17,2,car,0.9222617745399475,826,319,1223,621
89,82,2,car,0.8678687810897827,130,323,467,547
89,89,2,car,0.8380156755447388,0,413,205,740
89,75,0,person,0.6155373454093933,148,287,203,395
89,101,0,person,0.49191051721572876,392,297,438,364
89,100,2,car,0.4950115382671356,760,318,813,374
90,17,2,car,0.9253544211387634,823,314,1233,627
90,82,2,car,0.8837651610374451,110,320,456,550
90,89,2,car,0.8279422521591187,0,430,185,736
90,75,0,person,0.576124906539917,136,283,188,379
90,100,2,car,0.35616180300712585,754,307,805,372
91,17,2,car,0.9122443795204163,827,311,1250,631
91,82,2,car,0.8823849558830261,96,317,454,556
91,89,2,car,0.8429909348487854,1,449,171,727
91,75,0,person,0.483740895986557,131,277,185,366
91,100,2,car,0.46047261357307434,754,301,805,365
92,17,2,car,0.8455019593238831,841,313,1274,644
92,82,2,car,0.8565688133239746,88,322,460,564
92,89,2,car,0.8435424566268921,3,468,163,736
92,75,0,person,0.41683200001716614,133,279,188,364
93,17,2,car,0.899301290512085,869,319,1324,658
93,82,2,car,0.8491488099098206,103,324,481,571
93,89,2,car,0.8124449849128723,6,479,175,759
93,75,0,person,0.4260227084159851,152,284,205,356
94,17,2,car,0.8205110430717468,922,322,1394,679
94,82,2,car,0.8715013265609741,131,324,517,579
94,89,2,car,0.810779869556427,13,484,201,781
95,17,2,car,0.8576508164405823,973,323,1467,697
95,82,2,car,0.8761382699012756,161,327,562,586
95,89,2,car,0.8459470272064209,17,488,233,807
96,17,2,car,0.8321639895439148,1021,322,1536,715
96,82,2,car,0.9149773120880127,189,330,603,601
96,89,2,car,0.8246948719024658,17,500,259,843
97,17,2,car,0.8780666589736938,1060,321,1597,734
97,82,2,car,0.8997140526771545,207,336,633,613
97,89,2,car,0.82221519947052,12,516,272,869
97,103,0,person,0.5678313970565796,538,299,585,373
97,75,0,person,0.33450818061828613,293,304,347,360
98,17,2,car,0.9078891277313232,1088,322,1600,759
98,82,2,car,0.9108330011367798,209,347,651,638
98,89,2,car,0.8514086008071899,4,545,272,895
98,103,0,person,0.6985794901847839,545,306,601,388
98,75,0,person,0.40699782967567444,309,315,361,376
99,17,2,car,0.8561767339706421,1106,333,1600,796
99,82,2,car,0.9004005789756775,202,361,659,660
99,89,2,car,0.8621208071708679,0,568,261,916
99,103,0,person,0.4294047951698303,555,320,609,405
100,17,2,car,0.8606817722320557,1122,336,1600,819
100,82,2,car,0.9156136512756348,194,369,664,680
100,89,2,car,0.8254926204681396,0,589,249,937
100,103,0,person,0.4208284020423889,555,333,613,414
101,17,2,car,0.9064003229141235,1134,336,1600,854
101,82,2,car,0.9213588833808899,184,376,667,693
101,89,2,car,0.8512545824050903,0,607,234,956
