section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,1,1763649620526482344,1763649620701606344,175,152.04305985334554,9.752064605442495,2400.302134235227,5083.72651877135
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,2,1763649620961856344,1763649620996856344,35,107.61314433427741,6.926879253548761,3154.5336300891904,4216.743652573236
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,3,1763649621141981344,1763649621177119344,35,94.38888371206531,6.087220095044496,2801.528460265174,3658.598862617848
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,4,1763649621562356344,1763649621762608344,200,567.5313033552612,36.46449377094313,4438.666710280969,7745.418346987852
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,5,1763649622157980344,1763649622418230344,260,607.3075181269619,39.114164898989664,3836.758483760925,10734.3147907972
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,6,1763649622593355344,1763649622773480344,180,308.71896907220884,19.85574020759142,3187.4104670136335,7749.614354802334
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,7,1763649622908605344,1763649623028730344,120,599.6544521729683,38.339179952972756,6617.218129779542,9691.875411596819
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,8,1763649623369104344,1763649623519229344,150,700.3356453496601,44.63314008398347,7351.4415189295705,11955.791050820952
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,9,1763649623679354344,1763649623729354344,50,275.6073763197927,17.64997635058831,6319.036088395563,10008.36639390673
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,10,1763649623889608344,1763649623954604344,65,430.6830599975512,27.53018128444998,6967.9326273712195,11606.279609947558
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,11,1763649624084729344,1763649624154854344,70,477.6221732476204,30.609615168991123,6839.13133979001,12372.234203742571
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,12,1763649624450104344,1763649624580229344,130,267.7858790435167,17.044162548318315,3267.8856941581785,9980.326512330637
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,13,1763649624770353344,1763649624865478344,95,64.8390560733108,4.12630210804212,1142.845397614304,2659.5700695910286
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,14,1763649625075603344,1763649625190728344,115,664.2018293347331,42.16890122500897,6731.457273883202,10940.352383055504
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,15,1763649625295853344,1763649625586103344,290,536.6189467318485,34.143219890489185,4362.208711196726,12310.934435750773
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,16,1763649625836365344,1763649625901478344,65,86.44600778884443,5.507557557523229,2414.8386882861423,4243.353274730785
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,17,1763649626086603344,1763649626141603344,55,146.52138508818481,9.396219849460234,2777.4074720602785,4586.577590801203
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,18,1763649626281728344,1763649626336852344,55,263.39573425084035,16.82002663597243,4612.02389818375,7600.196780367207
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,19,1763649626516977344,1763649626597103344,80,528.0803449270835,33.118311365148365,7172.483521211442,9995.630603449876
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,20,1763649626817227344,1763649626937352344,120,437.6149698925761,27.7314339322902,4707.864934943403,10146.336713569113
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,21,1763649627017477344,1763649627067477344,50,111.53278889510347,7.015208324388428,2465.2782868452423,4327.558436745623
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,22,1763649627422852344,1763649627477852344,55,126.96749847155623,7.944909124436729,2617.987041012004,4510.482773675411
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,23,1763649627728117344,1763649627783118344,55,244.8868055763228,15.619854835539936,4613.934813978299,7988.065879379063
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,24,1763649628003351344,1763649628048476344,45,131.4347382150818,8.418351077118833,3085.17355253287,4713.924090632917
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,25,1763649628293601344,1763649628518851344,225,351.3130073470925,22.4073730714429,2194.8180614942844,6665.914794647066
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,26,1763649628839101344,1763649628869226344,30,54.45159187807351,3.48160854242564,2031.8044393094613,2584.3841943350144
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,27,1763649629129476344,1763649629259604344,130,29.151365876981163,1.8761618612001028,4247.996246294065,7784.321592641942
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,28,1763649629629850344,1763649629659978344,30,47.06567308682108,2.9706887667976787,1511.3971581475625,1867.8415678753202
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,29,1763649630070354344,1763649630095350344,25,29.990964162573725,1.8856608732790745,1301.3339672013287,1479.5355681891645
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,30,1763649630520725344,1763649630550725344,30,49.22926311907142,3.115559505119032,1477.7184655147464,1785.2885629057955
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,31,1763649630861100344,1763649631026225344,165,46.819334426309695,2.945476552796333,4134.933981672282,9941.999482770374
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,32,1763649631161349344,1763649631276474344,115,178.42535882919458,11.456125206533482,1928.7778856251025,5393.140991239588
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,33,1763649631551724344,1763649631596724344,45,137.5038630573465,8.795516683648517,2782.7878606605946,4438.397534916724
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,34,1763649631881974344,1763649631911974344,30,43.547907504097964,2.784827025837295,1604.0527387146856,2037.2881711016025
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,35,1763649632202224344,1763649632307349344,105,236.93863281175504,15.19996181450746,2575.0138317587075,5406.990929144681
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,36,1763649632542599344,1763649632592611344,50,225.34961271835905,14.444029133250831,4663.700064694834,7244.523638743645
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,37,1763649632822848344,1763649632842848344,20,19.118372193816388,1.2061349723701484,1124.1129552061293,1193.2255761735898
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,38,1763649633078107344,1763649633118098344,40,90.29372410962405,5.688078000622811,2390.561066897136,3298.3007830407205
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,39,1763649633493473344,1763649633543473344,50,86.33780109627793,5.494960231553855,2158.1715946950217,3344.4191924888187
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,40,1763649633818848344,1763649633973973344,155,14.301907602113092,0.9076677844130802,1588.6160710168604,4691.820693266032
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,41,1763649634048973344,1763649634078973344,30,50.797521004315755,3.22304414956987,1534.8698107646053,1833.492911391565
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,42,1763649634604476344,1763649634639597344,35,50.43999086009965,3.195854583948906,1781.4721571529894,2285.2565276026094
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,43,1763649634979847344,1763649635029972344,50,71.47235144393532,4.507978232530907,1462.6808517256654,2064.6914069829645
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,44,1763649635210097344,1763649635230097344,20,27.149890803538522,1.7350795623201454,1118.4502408997664,1273.5287602607084
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,45,1763649635755597344,1763649635790597344,35,77.73363723147042,4.924355648629083,2216.8893636695952,2851.269885185281
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,46,1763649636045847344,1763649636075848344,30,44.92989356305384,2.8404673879911293,1617.8341616281805,1967.4613473327947
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,47,1763649636251096344,1763649636291097344,40,138.80408441445223,8.75853475247091,3601.7738504457866,5122.52848207521
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,48,1763649636581346344,1763649636606346344,25,32.60312122857932,2.046862901869545,1332.204121099515,1489.9786191865608
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,49,1763649637342096344,1763649637482221344,140,84.18260707997241,5.282027292801996,961.6841713283847,2139.760495540253
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,50,1763649638017721344,1763649638037721344,20,26.678504537967886,1.7021927072388339,1324.808905239993,1466.95948720808
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,51,1763649638177846344,1763649638217849344,40,110.35673210287361,7.005141675124062,2798.5578001130457,3853.3996487985055
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,52,1763649638458096344,1763649638543221344,85,8.892268052677972,0.5643646921551674,4112.739898359615,7514.260710037837
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,53,1763649638748345344,1763649638788345344,40,128.87895540022095,8.220822056690865,3417.7457965617164,4599.466061167652
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,54,1763649639113723344,1763649639163720344,50,161.04875461745195,10.296346853376365,3261.220972122308,4935.973756335629
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,55,1763649639308845344,1763649639393970344,85,477.7983482338522,29.970715632742564,6554.372254933585,9305.45291012934
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,56,1763649639569095344,1763649639614225344,45,176.3285494557001,11.162662401987532,4468.974779978063,6620.835806101235
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,57,1763649639759345344,1763649639839345344,80,521.6365791942256,32.905265609229126,6787.1793268561,10147.78149676207
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,58,1763649640044595344,1763649640154727344,110,229.47785616028034,14.50410901122161,2927.0777556303724,8007.8091063337115
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,59,1763649640324845344,1763649640374845344,50,235.6254764694107,14.899762682686273,4742.025160692958,7370.901431879184
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,60,1763649640660094344,1763649640710219344,50,183.0010219492923,11.600332132215202,3689.8595312538514,5914.221293141492
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,61,1763649641060469344,1763649641090594344,30,39.88338371204115,2.5285799096781147,1468.0181318704601,1723.8275976948803
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,62,1763649641380857344,1763649641430844344,50,204.86713366048886,12.977791552806439,4138.060479318294,6796.243513082145
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,63,1763649641631094344,1763649641681094344,50,232.2221809633227,14.746561094548301,4441.525004628478,7107.349733837805
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,64,1763649641901344344,1763649642056469344,155,132.326535251844,8.409592468563309,2241.5554638104923,6355.169919533981
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,65,1763649642151469344,1763649642266601344,115,613.9865638960472,38.94218793435829,6781.832123336771,9334.882213951587
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,66,1763649642466843344,1763649642496843344,30,57.78198873225706,3.6935172947569512,2281.123002950662,2990.218582492821
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,67,1763649642631968344,1763649642661968344,30,64.22385610519166,4.056773426296677,2328.6171509470846,2904.584688122009
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,68,1763649642737094344,1763649642862218344,125,643.3180220572251,40.887581421624176,7308.7263004592705,12875.42934509417
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,69,1763649643137468344,1763649643172474344,35,74.64399106159759,4.750409434989994,2257.3877408319945,2928.860260766052
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,70,1763649643402728344,1763649643432718344,30,59.48950764992245,3.7968611755740764,2013.597897988813,2479.2650929439696
3238656b-4917-4066-8f2c-4ff830f71724,10b70589-7ade-4b5e-809c-58d60f8a590d,71,1763649643572843344,1763649643582843344,10,11.005337354356529,0.7077478832039316,952.9875457375647,957.5104760504864
